edge_type,role_group,source_id,source_name,source_display_name,source_type,work_id,work_name,work_type,work_genre,work_release_year
PerformerOf,contributor,10436,Julie Larson,Julie Larson,Person,10435,Unseen Currents,Song,Southern Gothic Rock,2027
ComposerOf,contributor,1094,Xiulan Tang,Xiulan Tang,Person,10505,Leave Everything Untouched,Song,Jazz Surf Rock,2027
LyricistOf,contributor,10506,Xia Yuan,Xia Yuan,Person,10505,Leave Everything Untouched,Song,Jazz Surf Rock,2027
PerformerOf,contributor,1093,Li Gong,Li Gong,Person,10505,Leave Everything Untouched,Song,Jazz Surf Rock,2027
PerformerOf,contributor,16876,Moral Friction,Moral Friction,MusicalGroup,10505,Leave Everything Untouched,Song,Jazz Surf Rock,2027
PerformerOf,contributor,1094,Xiulan Tang,Xiulan Tang,Person,10505,Leave Everything Untouched,Song,Jazz Surf Rock,2027
ProducerOf,contributor,1093,Li Gong,Li Gong,Person,10505,Leave Everything Untouched,Song,Jazz Surf Rock,2027
ComposerOf,contributor,10518,Jessica Russell,Jessica Russell,Person,10517,Grape Escape,Song,Indie Folk,2027
LyricistOf,contributor,10518,Jessica Russell,Jessica Russell,Person,10517,Grape Escape,Song,Indie Folk,2027
PerformerOf,contributor,10518,Jessica Russell,Jessica Russell,Person,10517,Grape Escape,Song,Indie Folk,2027
ComposerOf,contributor,10545,Ming Deng,Ming Deng,Person,10544,Fragments of You,Song,Jazz Surf Rock,2027
PerformerOf,contributor,10548,Alisha Hartman,Alisha Hartman,Person,10544,Fragments of You,Song,Jazz Surf Rock,2027
PerformerOf,contributor,10546,Juan Zhong,Juan Zhong,Person,10544,Fragments of You,Song,Jazz Surf Rock,2027
PerformerOf,contributor,10547,Na Shao,Na Shao,Person,10544,Fragments of You,Song,Jazz Surf Rock,2027
ProducerOf,contributor,10548,Alisha Hartman,Alisha Hartman,Person,10544,Fragments of You,Song,Jazz Surf Rock,2027
PerformerOf,contributor,6098,Antonietta Kreusel-Seip,Antonietta Kreusel-Seip,Person,10601,Echoes of Unity,Song,Desert Rock,2027
PerformerOf,contributor,10604,Chao Yi,Chao Yi,Person,10601,Echoes of Unity,Song,Desert Rock,2027
PerformerOf,contributor,10607,Tao Zhu,Tao Zhu,Person,10601,Echoes of Unity,Song,Desert Rock,2027
PerformerOf,contributor,10602,Vinnie Cole,Vinnie,Person,10601,Echoes of Unity,Song,Desert Rock,2027
PerformerOf,contributor,10605,Wei Yao,Wei Yao,Person,10601,Echoes of Unity,Song,Desert Rock,2027
PerformerOf,contributor,10606,Xiuying Peng,Xiuying Peng,Person,10601,Echoes of Unity,Song,Desert Rock,2027
PerformerOf,contributor,10603,Yong Xue,Yong Xue,Person,10601,Echoes of Unity,Song,Desert Rock,2027
ComposerOf,contributor,10638,Juan Dong,Juan Dong,Person,10636,Prophetic Shadows,Song,Jazz Surf Rock,2027
LyricistOf,contributor,10640,Tao Deng,Tao Deng,Person,10636,Prophetic Shadows,Song,Jazz Surf Rock,2027
PerformerOf,contributor,10639,Min Mo,Min Mo,Person,10636,Prophetic Shadows,Song,Jazz Surf Rock,2027
PerformerOf,contributor,10637,Ming Zhong,Ming Zhong,Person,10636,Prophetic Shadows,Song,Jazz Surf Rock,2027
PerformerOf,contributor,3089,Ping Liao,Ping Liao,Person,10636,Prophetic Shadows,Song,Jazz Surf Rock,2027
ProducerOf,contributor,10639,Min Mo,Min Mo,Person,10636,Prophetic Shadows,Song,Jazz Surf Rock,2027
ProducerOf,contributor,10637,Ming Zhong,Ming Zhong,Person,10636,Prophetic Shadows,Song,Jazz Surf Rock,2027
ComposerOf,contributor,1198,Qiang He,Qiang He,Person,10641,Divination's Echo,Song,Dream Pop,2027
PerformerOf,contributor,1202,Emily Nelson,Emily Nelson,Person,10641,Divination's Echo,Song,Dream Pop,2027
PerformerOf,contributor,16751,Nordic Kitchen Collective,Nordic Kitchen Collective,MusicalGroup,10641,Divination's Echo,Song,Dream Pop,2027
PerformerOf,contributor,1198,Qiang He,Qiang He,Person,10641,Divination's Echo,Song,Dream Pop,2027
PerformerOf,contributor,1200,Qiang Zhao,Qiang Zhao,Person,10641,Divination's Echo,Song,Dream Pop,2027
PerformerOf,contributor,1197,Xia Ding,Xia Ding,Person,10641,Divination's Echo,Song,Dream Pop,2027
PerformerOf,contributor,9310,Xia Guo,Xia Guo,Person,10641,Divination's Echo,Song,Dream Pop,2027
ComposerOf,contributor,10721,Xiulan Shao,Xiulan Shao,Person,10716,Guardians of Honor,Song,Americana,2027
PerformerOf,contributor,10718,Brian Hall,Brian Hall,Person,10716,Guardians of Honor,Song,Americana,2027
PerformerOf,contributor,10719,Chao Bai,Chao Bai,Person,10716,Guardians of Honor,Song,Americana,2027
PerformerOf,contributor,10717,Tao Gao,Tao Gao,Person,10716,Guardians of Honor,Song,Americana,2027
PerformerOf,contributor,10721,Xiulan Shao,Xiulan Shao,Person,10716,Guardians of Honor,Song,Americana,2027
ProducerOf,contributor,10718,Brian Hall,Brian Hall,Person,10716,Guardians of Honor,Song,Americana,2027
ProducerOf,contributor,10720,Sean Rogers,Sean Rogers,Person,10716,Guardians of Honor,Song,Americana,2027
ComposerOf,contributor,6525,Kristin Anderson,Kristin Anderson,Person,10741,Together We Stride,Song,Dream Pop,2027
LyricistOf,contributor,16794,Prisma Flux,Prisma Flux,MusicalGroup,10741,Together We Stride,Song,Dream Pop,2027
PerformerOf,contributor,10743,Brandon Morales,Brandon Morales,Person,10741,Together We Stride,Song,Dream Pop,2027
PerformerOf,contributor,6525,Kristin Anderson,Kristin Anderson,Person,10741,Together We Stride,Song,Dream Pop,2027
PerformerOf,contributor,10745,Peter Jacobi Jäckel,Peter Jacobi Jäckel,Person,10741,Together We Stride,Song,Dream Pop,2027
PerformerOf,contributor,16794,Prisma Flux,Prisma Flux,MusicalGroup,10741,Together We Stride,Song,Dream Pop,2027
PerformerOf,contributor,10742,Scott Mckinney,Scott Mckinney,Person,10741,Together We Stride,Song,Dream Pop,2027
PerformerOf,contributor,10744,Terry Gonzalez,Terry Gonzalez,Person,10741,Together We Stride,Song,Dream Pop,2027
PerformerOf,contributor,6528,Vanessa Ramos,Vanessa Ramos,Person,10741,Together We Stride,Song,Dream Pop,2027
ProducerOf,contributor,10743,Brandon Morales,Brandon Morales,Person,10741,Together We Stride,Song,Dream Pop,2027
ComposerOf,contributor,10768,Dean Stevens,Dean Stevens,Person,10767,Fragments of an Unwritten Letter,Song,Dream Pop,2027
LyricistOf,contributor,10770,Brian Gonzalez,Brian Gonzalez,Person,10767,Fragments of an Unwritten Letter,Song,Dream Pop,2027
PerformerOf,contributor,10768,Dean Stevens,Dean Stevens,Person,10767,Fragments of an Unwritten Letter,Song,Dream Pop,2027
ProducerOf,contributor,10769,Stephen Chavez,Stephen Chavez,Person,10767,Fragments of an Unwritten Letter,Song,Dream Pop,2027
ComposerOf,contributor,10807,Ping Cheng,Ping Cheng,Person,10806,Mechanical Heartbeat,Song,Jazz Surf Rock,2027
LyricistOf,contributor,10810,Chao Shao,Chao Shao,Person,10806,Mechanical Heartbeat,Song,Jazz Surf Rock,2027
PerformerOf,contributor,10811,Jing Wang,Jing Wang,Person,10806,Mechanical Heartbeat,Song,Jazz Surf Rock,2027
PerformerOf,contributor,10807,Ping Cheng,Ping Cheng,Person,10806,Mechanical Heartbeat,Song,Jazz Surf Rock,2027
PerformerOf,contributor,10808,Xia Liao,Xia Liao,Person,10806,Mechanical Heartbeat,Song,Jazz Surf Rock,2027
PerformerOf,contributor,10809,Yan Gu,Yan Gu,Person,10806,Mechanical Heartbeat,Song,Jazz Surf Rock,2027
ComposerOf,contributor,10851,Katy Spieß,Katy Spieß,Person,10850,Tystnadens Vind över Öländska Marker (The Silent Wind Across Öland Fields),Song,Dream Pop,2027
LyricistOf,contributor,10853,Imelda Reising-Franke,Imelda Reising-Franke,Person,10850,Tystnadens Vind över Öländska Marker (The Silent Wind Across Öland Fields),Song,Dream Pop,2027
PerformerOf,contributor,10853,Imelda Reising-Franke,Imelda Reising-Franke,Person,10850,Tystnadens Vind över Öländska Marker (The Silent Wind Across Öland Fields),Song,Dream Pop,2027
ProducerOf,contributor,10852,Jessica Esparza,Jessica Esparza,Person,10850,Tystnadens Vind över Öländska Marker (The Silent Wind Across Öland Fields),Song,Dream Pop,2027
ComposerOf,contributor,11106,Xia Zhang,Xia Zhang,Person,11104,Echoes of an Unknown Landscape,Song,Indie Folk,2027
LyricistOf,contributor,11107,Li Cao,Li Cao,Person,11104,Echoes of an Unknown Landscape,Song,Indie Folk,2027
PerformerOf,contributor,11107,Li Cao,Li Cao,Person,11104,Echoes of an Unknown Landscape,Song,Indie Folk,2027
ProducerOf,contributor,11105,Emily Arnold,Emily Arnold,Person,11104,Echoes of an Unknown Landscape,Song,Indie Folk,2027
PerformerOf,contributor,11134,Fang Tang,Fang Tang,Person,11130,Denali's Whisper,Song,Space Rock,2027
PerformerOf,contributor,11131,Li Yang,Li Yang,Person,11130,Denali's Whisper,Song,Space Rock,2027
PerformerOf,contributor,11133,Tao Sun,Tao Sun,Person,11130,Denali's Whisper,Song,Space Rock,2027
PerformerOf,contributor,11132,Xia Shao,Xia Shao,Person,11130,Denali's Whisper,Song,Space Rock,2027
PerformerOf,contributor,11135,Xiulan Yi,Xiulan Yi,Person,11130,Denali's Whisper,Song,Space Rock,2027
ProducerOf,contributor,11135,Xiulan Yi,Xiulan Yi,Person,11130,Denali's Whisper,Song,Space Rock,2027
LyricistOf,contributor,11296,Julie Gonzalez,Julie Gonzalez,Person,11294,Incomparable Heart,Song,Blues Rock,2027
PerformerOf,contributor,11295,James Li,James Li,Person,11294,Incomparable Heart,Song,Blues Rock,2027
PerformerOf,contributor,11297,Jason Weeks,Jason Weeks,Person,11294,Incomparable Heart,Song,Blues Rock,2027
ProducerOf,contributor,11295,James Li,James Li,Person,11294,Incomparable Heart,Song,Blues Rock,2027
LyricistOf,contributor,11326,Jun Guo,Jun Guo,Person,11322,The Unaccompanied Journey,Song,Alternative Rock,2027
PerformerOf,contributor,11324,Chao Tang,Chao Tang,Person,11322,The Unaccompanied Journey,Song,Alternative Rock,2027
PerformerOf,contributor,11323,Jing Guo,Jing Guo,Person,11322,The Unaccompanied Journey,Song,Alternative Rock,2027
PerformerOf,contributor,11326,Jun Guo,Jun Guo,Person,11322,The Unaccompanied Journey,Song,Alternative Rock,2027
PerformerOf,contributor,11325,Li Tan,Li Tan,Person,11322,The Unaccompanied Journey,Song,Alternative Rock,2027
ComposerOf,contributor,11348,Wei Wang,Wei Wang,Person,11342,Fading Postcards from the Coast,Album,Symphonic Metal,2027
LyricistOf,contributor,11345,Lei Huang,Lei Huang,Person,11342,Fading Postcards from the Coast,Album,Symphonic Metal,2027
PerformerOf,contributor,11347,Angela Kelly,Angela Kelly,Person,11342,Fading Postcards from the Coast,Album,Symphonic Metal,2027
PerformerOf,contributor,11350,Chao Tao,Chao Tao,Person,11342,Fading Postcards from the Coast,Album,Symphonic Metal,2027
PerformerOf,contributor,11346,Jie Zhong,Jie Zhong,Person,11342,Fading Postcards from the Coast,Album,Symphonic Metal,2027
PerformerOf,contributor,11345,Lei Huang,Lei Huang,Person,11342,Fading Postcards from the Coast,Album,Symphonic Metal,2027
PerformerOf,contributor,11343,Min Yao,Min Yao,Person,11342,Fading Postcards from the Coast,Album,Symphonic Metal,2027
PerformerOf,contributor,11344,Xia Gu,Xia Gu,Person,11342,Fading Postcards from the Coast,Album,Symphonic Metal,2027
PerformerOf,contributor,11349,Xiuying Han,Xiuying Han,Person,11342,Fading Postcards from the Coast,Album,Symphonic Metal,2027
ComposerOf,contributor,11374,Guiying Zheng,Guiying Zheng,Person,11371,Spotlight on a Sweetheart,Song,Space Rock,2027
ComposerOf,contributor,11375,Jie Liu,Jie Liu,Person,11371,Spotlight on a Sweetheart,Song,Space Rock,2027
PerformerOf,contributor,11374,Guiying Zheng,Guiying Zheng,Person,11371,Spotlight on a Sweetheart,Song,Space Rock,2027
PerformerOf,contributor,11375,Jie Liu,Jie Liu,Person,11371,Spotlight on a Sweetheart,Song,Space Rock,2027
PerformerOf,contributor,1465,Lei Duan,Lei Duan,Person,11371,Spotlight on a Sweetheart,Song,Space Rock,2027
PerformerOf,contributor,11372,Ming Zhou,Ming Zhou,Person,11371,Spotlight on a Sweetheart,Song,Space Rock,2027
PerformerOf,contributor,11376,Na Lin,Na Lin,Person,11371,Spotlight on a Sweetheart,Song,Space Rock,2027
PerformerOf,contributor,11373,Wei Tian,Wei Tian,Person,11371,Spotlight on a Sweetheart,Song,Space Rock,2027
ComposerOf,contributor,7085,Wendy Brown,Wendy Brown,Person,11429,Echoes of What We Were,Song,Dream Pop,2027
LyricistOf,contributor,11430,Jing Tan,Jing Tan,Person,11429,Echoes of What We Were,Song,Dream Pop,2027
PerformerOf,contributor,7085,Wendy Brown,Wendy Brown,Person,11429,Echoes of What We Were,Song,Dream Pop,2027
PerformerOf,contributor,11784,Chao Tian,Chao Tian,Person,11780,Poison in Veins,Song,Dream Pop,2027
PerformerOf,contributor,11783,Guiying Zhong,Guiying Zhong,Person,11780,Poison in Veins,Song,Dream Pop,2027
PerformerOf,contributor,649,Na Pan,Na Pan,Person,11780,Poison in Veins,Song,Dream Pop,2027
PerformerOf,contributor,11782,Tao Su,Tao Su,Person,11780,Poison in Veins,Song,Dream Pop,2027
PerformerOf,contributor,11781,Tao Xu,Tao Xu,Person,11780,Poison in Veins,Song,Dream Pop,2027
PerformerOf,contributor,592,Xiulan Shen,Xiulan Shen,Person,11780,Poison in Veins,Song,Dream Pop,2027
ComposerOf,contributor,11920,Wei Liang,Wei Liang,Person,11914,Patience Worn Thin,Song,Indie Folk,2027
LyricistOf,contributor,11918,Guiying Gong,Guiying Gong,Person,11914,Patience Worn Thin,Song,Indie Folk,2027
PerformerOf,contributor,11915,Jun Qiu,BLAKK RAYN,Person,11914,Patience Worn Thin,Song,Indie Folk,2027
PerformerOf,contributor,11917,Calvin Cooper,Calvin Cooper,Person,11914,Patience Worn Thin,Song,Indie Folk,2027
PerformerOf,contributor,11918,Guiying Gong,Guiying Gong,Person,11914,Patience Worn Thin,Song,Indie Folk,2027
PerformerOf,contributor,11921,Lei Jin,Lei Jin,Person,11914,Patience Worn Thin,Song,Indie Folk,2027
PerformerOf,contributor,11916,Thomas Le,Thomas Le,Person,11914,Patience Worn Thin,Song,Indie Folk,2027
PerformerOf,contributor,11920,Wei Liang,Wei Liang,Person,11914,Patience Worn Thin,Song,Indie Folk,2027
PerformerOf,contributor,11919,Xiuying Xu,Xiuying Xu,Person,11914,Patience Worn Thin,Song,Indie Folk,2027
ProducerOf,contributor,11915,Jun Qiu,BLAKK RAYN,Person,11914,Patience Worn Thin,Song,Indie Folk,2027
ComposerOf,contributor,12038,Xiuying Tan,Xiuying Tan,Person,12036,Feathered Whispers of Munich's Dark Flight,Album,Space Rock,2027
LyricistOf,contributor,12037,Jing Dai,Jing Dai,Person,12036,Feathered Whispers of Munich's Dark Flight,Album,Space Rock,2027
PerformerOf,contributor,12038,Xiuying Tan,Xiuying Tan,Person,12036,Feathered Whispers of Munich's Dark Flight,Album,Space Rock,2027
ComposerOf,contributor,12277,Lei Shao,Beck,Person,12276,Midnight in Les Halles,Song,Post-Apocalyptic Folk,2027
LyricistOf,contributor,12279,Na Yu,Na Yu,Person,12276,Midnight in Les Halles,Song,Post-Apocalyptic Folk,2027
PerformerOf,contributor,12277,Lei Shao,Beck,Person,12276,Midnight in Les Halles,Song,Post-Apocalyptic Folk,2027
PerformerOf,contributor,12280,Jing Ding,Jing Ding,Person,12276,Midnight in Les Halles,Song,Post-Apocalyptic Folk,2027
PerformerOf,contributor,12281,Todd Molina,Todd Molina,Person,12276,Midnight in Les Halles,Song,Post-Apocalyptic Folk,2027
ProducerOf,contributor,12278,Qiang Wang,Qiang Wang,Person,12276,Midnight in Les Halles,Song,Post-Apocalyptic Folk,2027
ProducerOf,contributor,12281,Todd Molina,Todd Molina,Person,12276,Midnight in Les Halles,Song,Post-Apocalyptic Folk,2027
ComposerOf,contributor,12286,Ping Meng,Ping Meng,Person,12282,Les: A Forgotten Memoir,Album,Americana,2027
ComposerOf,contributor,12287,Ryan Adams,Ryan Adams,Person,12282,Les: A Forgotten Memoir,Album,Americana,2027
LyricistOf,contributor,12288,Min Huang,Min Huang,Person,12282,Les: A Forgotten Memoir,Album,Americana,2027
PerformerOf,contributor,12284,Li Jin,Li Jin,Person,12282,Les: A Forgotten Memoir,Album,Americana,2027
PerformerOf,contributor,12285,Li Li,Li Li,Person,12282,Les: A Forgotten Memoir,Album,Americana,2027
PerformerOf,contributor,12283,Yong Tan,Yong Tan,Person,12282,Les: A Forgotten Memoir,Album,Americana,2027
ComposerOf,contributor,11856,Xiulan Fu,Xiulan Fu,Person,12401,Hidden Reflections,Album,Americana,2027
LyricistOf,contributor,12403,Kathryn Garcia,Kathryn Garcia,Person,12401,Hidden Reflections,Album,Americana,2027
LyricistOf,contributor,12402,Li Fan,Li Fan,Person,12401,Hidden Reflections,Album,Americana,2027
PerformerOf,contributor,12403,Kathryn Garcia,Kathryn Garcia,Person,12401,Hidden Reflections,Album,Americana,2027
PerformerOf,contributor,12402,Li Fan,Li Fan,Person,12401,Hidden Reflections,Album,Americana,2027
PerformerOf,contributor,12405,Susan Holmes,Susan Holmes,Person,12401,Hidden Reflections,Album,Americana,2027
PerformerOf,contributor,12406,Xiulan Meng,Xiulan Meng,Person,12401,Hidden Reflections,Album,Americana,2027
PerformerOf,contributor,12404,Yong Wei,Yong Wei,Person,12401,Hidden Reflections,Album,Americana,2027
ProducerOf,contributor,1074,Jing Cui,Jing Cui,Person,12401,Hidden Reflections,Album,Americana,2027
LyricistOf,contributor,12536,Monica Coleman,Monica Coleman,Person,12535,Whispers from the Fifty States,Song,Darkwave,2027
PerformerOf,contributor,12537,Guiying Yao,Guiying Yao,Person,12535,Whispers from the Fifty States,Song,Darkwave,2027
PerformerOf,contributor,12536,Monica Coleman,Monica Coleman,Person,12535,Whispers from the Fifty States,Song,Darkwave,2027
ProducerOf,contributor,10430,Jörg Niemeier,Jörg Niemeier,Person,12535,Whispers from the Fifty States,Song,Darkwave,2027
ComposerOf,contributor,12555,Wei Ye,Wei Ye,Person,12554,Rhythm in Motion,Song,Desert Rock,2027
LyricistOf,contributor,12557,Jing Zhang,Jing Zhang,Person,12554,Rhythm in Motion,Song,Desert Rock,2027
PerformerOf,contributor,12557,Jing Zhang,Jing Zhang,Person,12554,Rhythm in Motion,Song,Desert Rock,2027
PerformerOf,contributor,12556,Lei Lai,Lei Lai,Person,12554,Rhythm in Motion,Song,Desert Rock,2027
ProducerOf,contributor,1467,Yan Long,Yan Long,Person,12554,Rhythm in Motion,Song,Desert Rock,2027
LyricistOf,contributor,2637,Juan Lei,Juan Lei,Person,12622,Levitating Beyond Contact,Song,Darkwave,2027
PerformerOf,contributor,2634,Chao Li,Chao Li,Person,12622,Levitating Beyond Contact,Song,Darkwave,2027
PerformerOf,contributor,2636,Chao Qin,Chao Qin,Person,12622,Levitating Beyond Contact,Song,Darkwave,2027
PerformerOf,contributor,9941,Juan Wen,Juan Wen,Person,12622,Levitating Beyond Contact,Song,Darkwave,2027
PerformerOf,contributor,16916,Radiant Siblings,Radiant Siblings,MusicalGroup,12622,Levitating Beyond Contact,Song,Darkwave,2027
ProducerOf,contributor,16916,Radiant Siblings,Radiant Siblings,MusicalGroup,12622,Levitating Beyond Contact,Song,Darkwave,2027
ProducerOf,contributor,2635,Wei Mo,Wei Mo,Person,12622,Levitating Beyond Contact,Song,Darkwave,2027
ComposerOf,contributor,16938,Andean Horizon,Andean Horizon,MusicalGroup,12625,Whispers Between Dimensions,Song,Oceanus Folk,2027
ComposerOf,contributor,12626,Qiang Jiang,Qiang Jiang,Person,12625,Whispers Between Dimensions,Song,Oceanus Folk,2027
PerformerOf,contributor,12627,Jie Xu,Jie Xu,Person,12625,Whispers Between Dimensions,Song,Oceanus Folk,2027
PerformerOf,contributor,12526,Na Dai,Na Dai,Person,12625,Whispers Between Dimensions,Song,Oceanus Folk,2027
PerformerOf,contributor,12626,Qiang Jiang,Qiang Jiang,Person,12625,Whispers Between Dimensions,Song,Oceanus Folk,2027
PerformerOf,contributor,12527,Xia Wu,Xia Wu,Person,12625,Whispers Between Dimensions,Song,Oceanus Folk,2027
PerformerOf,contributor,12628,Yan Chang,Yan Chang,Person,12625,Whispers Between Dimensions,Song,Oceanus Folk,2027
ComposerOf,contributor,11934,Élisabeth Vasseur,Élisabeth Vasseur,Person,12633,Tectonic Lullaby,Song,Indie Folk,2027
LyricistOf,contributor,11930,Stéphane Hernandez,Stéphane Hernandez,Person,12633,Tectonic Lullaby,Song,Indie Folk,2027
PerformerOf,contributor,11716,Inès Collet,Inès Collet,Person,12633,Tectonic Lullaby,Song,Indie Folk,2027
PerformerOf,contributor,11932,Nicolas Blanc,Nicolas Blanc,Person,12633,Tectonic Lullaby,Song,Indie Folk,2027
PerformerOf,contributor,3504,Zacharie Martins,Zacharie Martins,Person,12633,Tectonic Lullaby,Song,Indie Folk,2027
PerformerOf,contributor,11931,Zoé Roux,Zoé Roux,Person,12633,Tectonic Lullaby,Song,Indie Folk,2027
ProducerOf,contributor,3504,Zacharie Martins,Zacharie Martins,Person,12633,Tectonic Lullaby,Song,Indie Folk,2027
ComposerOf,contributor,3545,Jonathan Diaz,Jonathan Diaz,Person,12718,Grease Lightning,Song,Space Rock,2027
PerformerOf,contributor,3543,Chao Song,Chao Song,Person,12718,Grease Lightning,Song,Space Rock,2027
PerformerOf,contributor,3544,Ming Zhao,Ming Zhao,Person,12718,Grease Lightning,Song,Space Rock,2027
PerformerOf,contributor,7493,Tao Bai,Tao Bai,Person,12718,Grease Lightning,Song,Space Rock,2027
ProducerOf,contributor,16848,Blazing Collective,Blazing Collective,MusicalGroup,12718,Grease Lightning,Song,Space Rock,2027
ComposerOf,contributor,12754,Sharon Roberts,Sharon Roberts,Person,12751,Echoes of Suffering's Symphony,Song,Dream Pop,2027
PerformerOf,contributor,12753,Jason Robles,Jason Robles,Person,12751,Echoes of Suffering's Symphony,Song,Dream Pop,2027
PerformerOf,contributor,12754,Sharon Roberts,Sharon Roberts,Person,12751,Echoes of Suffering's Symphony,Song,Dream Pop,2027
ProducerOf,contributor,12752,Nancy Franklin,Prysm,Person,12751,Echoes of Suffering's Symphony,Song,Dream Pop,2027
ComposerOf,contributor,12827,Jerzy Majczyna,Jerzy Majczyna,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
ComposerOf,contributor,9202,Selma Flantz,Selma Flantz,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
LyricistOf,contributor,303,Corinna Gute,Corinna Gute,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
LyricistOf,contributor,12832,Felizitas Hermann,Felizitas Hermann,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,12830,Adrian Ross,Adrian Ross,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,12825,Bartek Heleniak,Bartek Heleniak,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,9203,Bogdan Gehringer,Bogdan Gehringer,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,12824,Christopher Fischer,Christopher Fischer,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,303,Corinna Gute,Corinna Gute,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,12828,Denny Scholl-Vogt,Denny Scholl-Vogt,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,12832,Felizitas Hermann,Felizitas Hermann,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,12827,Jerzy Majczyna,Jerzy Majczyna,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,12831,Magret Staude,Magret Staude,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,10306,Natasza Dydo,Natasza Dydo,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,12826,Sara Chung,Sara Chung,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,9202,Selma Flantz,Selma Flantz,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
PerformerOf,contributor,12829,Sonia Trochimiuk,Sonia Trochimiuk,Person,12823,Rainfall's Whisper,Song,Doom Metal,2027
ComposerOf,contributor,3690,Gang Sun,Gang Sun,Person,12837,Anchored Dreams,Album,Indie Folk,2027
LyricistOf,contributor,12840,Xia Jiang,Xia Jiang,Person,12837,Anchored Dreams,Album,Indie Folk,2027
PerformerOf,contributor,9417,Fang Ding,Fang Ding,Person,12837,Anchored Dreams,Album,Indie Folk,2027
PerformerOf,contributor,3690,Gang Sun,Gang Sun,Person,12837,Anchored Dreams,Album,Indie Folk,2027
PerformerOf,contributor,9418,Qiang Ding,Qiang Ding,Person,12837,Anchored Dreams,Album,Indie Folk,2027
PerformerOf,contributor,2023,Qiang Tang,Qiang Tang,Person,12837,Anchored Dreams,Album,Indie Folk,2027
PerformerOf,contributor,12838,Kristina Jones,Star XV,Person,12837,Anchored Dreams,Album,Indie Folk,2027
PerformerOf,contributor,12841,Yan Qiu,Yan Qiu,Person,12837,Anchored Dreams,Album,Indie Folk,2027
ProducerOf,contributor,12839,Xiulan Hao,Xiulan Hao,Person,12837,Anchored Dreams,Album,Indie Folk,2027
ProducerOf,contributor,12841,Yan Qiu,Yan Qiu,Person,12837,Anchored Dreams,Album,Indie Folk,2027
ComposerOf,contributor,9011,Jonathan Guerrero,Jonathan Guerrero,Person,12891,Etched in My Soul,Song,Southern Gothic Rock,2027
LyricistOf,contributor,9011,Jonathan Guerrero,Jonathan Guerrero,Person,12891,Etched in My Soul,Song,Southern Gothic Rock,2027
PerformerOf,contributor,9011,Jonathan Guerrero,Jonathan Guerrero,Person,12891,Etched in My Soul,Song,Southern Gothic Rock,2027
ComposerOf,contributor,12337,Li Lin,Li Lin,Person,13019,Chitinous Melt,Album,Synthwave,2027
LyricistOf,contributor,13022,Fang Dai,Fang Dai,Person,13019,Chitinous Melt,Album,Synthwave,2027
PerformerOf,contributor,13020,Xia Tian,Xia Tian,Person,13019,Chitinous Melt,Album,Synthwave,2027
ProducerOf,contributor,13021,Ming Gong,Ming Gong,Person,13019,Chitinous Melt,Album,Synthwave,2027
ComposerOf,contributor,13034,Lei Liao,Lei Liao,Person,13033,Caravans and Starlight,Album,Indie Folk,2027
PerformerOf,contributor,13034,Lei Liao,Lei Liao,Person,13033,Caravans and Starlight,Album,Indie Folk,2027
ProducerOf,contributor,11759,Fang Liu,Fang Liu,Person,13033,Caravans and Starlight,Album,Indie Folk,2027
ComposerOf,contributor,13043,Rafał Helak,Rafał Helak,Person,13042,Meek Inheritance,Song,Psychedelic Rock,2027
LyricistOf,contributor,13045,Liwia Mitera,Liwia Mitera,Person,13042,Meek Inheritance,Song,Psychedelic Rock,2027
PerformerOf,contributor,13044,Maurycy Seidel,Maurycy Seidel,Person,13042,Meek Inheritance,Song,Psychedelic Rock,2027
ProducerOf,contributor,13044,Maurycy Seidel,Maurycy Seidel,Person,13042,Meek Inheritance,Song,Psychedelic Rock,2027
ComposerOf,contributor,13059,Juan Xiang,Juan Xiang,Person,13055,Oceanic Pulse,Album,Jazz Surf Rock,2027
ComposerOf,contributor,13056,Yong Su,Yong Su,Person,13055,Oceanic Pulse,Album,Jazz Surf Rock,2027
LyricistOf,contributor,13060,Qiang Long,Qiang Long,Person,13055,Oceanic Pulse,Album,Jazz Surf Rock,2027
