direction,influence_type,source_id,source_name,source_display_name,source_type,source_genre,source_year,target_id,target_name,target_display_name,target_type,target_genre,target_year,other_genre
OF -> Other,InterpolatesFrom,13232,The Wisdom of Not Knowing,The Wisdom of Not Knowing,Song,Oceanus Folk,2027,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,746,"Let Me Go, Let Me Rise","Let Me Go, Let Me Rise",Song,Oceanus Folk,2027,15071,Voices of the Frontier,Voices of the Frontier,Album,Synthwave,2013,Synthwave
OF -> Other,CoverOf,17238,Ocean Breeze,Ocean Breeze,Song,Oceanus Folk,2027,7107,Traces of Yesterday,Traces of Yesterday,Song,Dream Pop,2020,Dream Pop
OF -> Other,CoverOf,7876,Falling Without a Parachute,Falling Without a Parachute,Song,Oceanus Folk,2027,6833,The Last Sweet Moment,The Last Sweet Moment,Song,Dream Pop,2023,Dream Pop
OF -> Other,CoverOf,13232,The Wisdom of Not Knowing,The Wisdom of Not Knowing,Song,Oceanus Folk,2027,6344,Uptown Swagger,Uptown Swagger,Song,Desert Rock,2024,Desert Rock
OF -> Other,CoverOf,7876,Falling Without a Parachute,Falling Without a Parachute,Song,Oceanus Folk,2027,15285,Harmonious Compromise,Harmonious Compromise,Song,Dream Pop,2025,Dream Pop
OF -> Other,CoverOf,17251,Echos Below,Echos Below,Album,Oceanus Folk,2028,2082,Illuminated Moments,Illuminated Moments,Song,Synthwave,1997,Synthwave
OF -> Other,InterpolatesFrom,17279,High Tide Heartbeat,High Tide Heartbeat,Song,Oceanus Folk,2028,14658,Addicted to Your Heartache,Addicted to Your Heartache,Album,Southern Gothic Rock,2004,Southern Gothic Rock
OF -> Other,InterpolatesFrom,4352,Laughter's Sharp EdgeQuesto Momento Fragile (This Fragile Moment),Laughter's Sharp EdgeQuesto Momento Fragile (This Fragile Moment),Song,Oceanus Folk,2028,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,9090,Palms of Passage,Palms of Passage,Song,Oceanus Folk,2028,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,17253,Shoreline,Shoreline,Song,Oceanus Folk,2028,10319,Campfire Chronicles,Campfire Chronicles,Song,Psychedelic Rock,2014,Psychedelic Rock
OF -> Other,InStyleOf,9090,Palms of Passage,Palms of Passage,Song,Oceanus Folk,2028,5826,Mirror of Affection,Mirror of Affection,Song,Desert Rock,2020,Desert Rock
OF -> Other,CoverOf,17280,Electric Eel Love,Electric Eel Love,Song,Oceanus Folk,2028,14933,The Crown We Wear,The Crown We Wear,Song,Indie Rock,2022,Indie Rock
OF -> Other,InterpolatesFrom,17244,Harbor Lights,Harbor Lights,Album,Oceanus Folk,2028,7097,Echoes of the Pasture,Echoes of the Pasture,Album,Americana,2023,Americana
OF -> Other,InterpolatesFrom,9090,Palms of Passage,Palms of Passage,Song,Oceanus Folk,2028,13161,Forgotten Lands of Sidböle,Forgotten Lands of Sidböle,Song,Desert Rock,2024,Desert Rock
OF -> Other,InStyleOf,9090,Palms of Passage,Palms of Passage,Song,Oceanus Folk,2028,1069,Behind the Picture Glass,Behind the Picture Glass,Song,Synthwave,2026,Synthwave
OF -> Other,InStyleOf,17244,Harbor Lights,Harbor Lights,Album,Oceanus Folk,2028,7488,Cellular Goodbye,Cellular Goodbye,Song,Doom Metal,2026,Doom Metal
OF -> Other,InStyleOf,17280,Electric Eel Love,Electric Eel Love,Song,Oceanus Folk,2028,10534,Twelve Bells of Augsburg,Twelve Bells of Augsburg,Song,Psychedelic Rock,2026,Psychedelic Rock
OF -> Other,InStyleOf,1823,Rebel Without a Pause,Rebel Without a Pause,Album,Oceanus Folk,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,9655,Echoes Within,Echoes Within,Song,Oceanus Folk,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,12490,Celestial Praise,Celestial Praise,Song,Oceanus Folk,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,13396,Waiting by the Phone,Waiting by the Phone,Song,Oceanus Folk,2029,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,17233,Sunset Harmony,Sunset Harmony,Song,Oceanus Folk,2029,4425,The Sweetest Citrus,The Sweetest Citrus,Song,Indie Folk,2010,Indie Folk
OF -> Other,DirectlySamples,9493,Heroes of Honor,Heroes of Honor,Song,Oceanus Folk,2029,15325,Birthright Anthem,Birthright Anthem,Album,Indie Folk,2013,Indie Folk
OF -> Other,InterpolatesFrom,17342,Beneath the Whispering Waves,Beneath the Whispering Waves,Song,Oceanus Folk,2029,12867,Pulse of Desire,Pulse of Desire,Song,Indie Rock,2017,Indie Rock
OF -> Other,InStyleOf,12490,Celestial Praise,Celestial Praise,Song,Oceanus Folk,2029,9073,Gem State Sunset,Gem State Sunset,Song,Desert Rock,2020,Desert Rock
OF -> Other,LyricalReferenceTo,14666,Close Enough to Touch,Close Enough to Touch,Album,Oceanus Folk,2029,8263,Neat and Twisted,Neat and Twisted,Song,Psychedelic Rock,2022,Psychedelic Rock
OF -> Other,CoverOf,17345,Tidal Journey,Tidal Journey,Song,Oceanus Folk,2029,11191,Behind Closed Lips,Behind Closed Lips,Album,Americana,2022,Americana
OF -> Other,DirectlySamples,7147,Distant Horizons,Distant Horizons,Album,Oceanus Folk,2029,2398,Numbers Between The Stars,Numbers Between The Stars,Song,Indie Folk,2023,Indie Folk
OF -> Other,InterpolatesFrom,7147,Distant Horizons,Distant Horizons,Album,Oceanus Folk,2029,4586,Survival Script,Survival Script,Song,Indie Folk,2023,Indie Folk
OF -> Other,InterpolatesFrom,17231,Tides of Echos,Tides of Echos,Album,Oceanus Folk,2029,14352,Weathered Miles,Weathered Miles,Song,Doom Metal,2023,Doom Metal
OF -> Other,InStyleOf,17231,Tides of Echos,Tides of Echos,Album,Oceanus Folk,2029,14296,The Long Way Home,The Long Way Home,Album,Dream Pop,2023,Dream Pop
OF -> Other,InStyleOf,17343,Seasheel Lullaby,Seasheel Lullaby,Song,Oceanus Folk,2029,15911,Midnight in the Dormitory,Midnight in the Dormitory,Song,Symphonic Metal,2023,Symphonic Metal
OF -> Other,DirectlySamples,17344,Riding the Moon's Reflection,Riding the Moon's Reflection,Song,Oceanus Folk,2029,14030,Echoes Between Water and Height,Echoes Between Water and Height,Song,Indie Folk,2023,Indie Folk
OF -> Other,CoverOf,9493,Heroes of Honor,Heroes of Honor,Song,Oceanus Folk,2029,15512,Tropical Daydream in Frost,Tropical Daydream in Frost,Song,Dream Pop,2024,Dream Pop
OF -> Other,InStyleOf,14666,Close Enough to Touch,Close Enough to Touch,Album,Oceanus Folk,2029,14223,Anchored Hearts,Anchored Hearts,Song,Psychedelic Rock,2024,Psychedelic Rock
OF -> Other,InStyleOf,17344,Riding the Moon's Reflection,Riding the Moon's Reflection,Song,Oceanus Folk,2029,4613,Dancing Between the Oompah Notes,Dancing Between the Oompah Notes,Song,Alternative Rock,2025,Alternative Rock
OF -> Other,CoverOf,17342,Beneath the Whispering Waves,Beneath the Whispering Waves,Song,Oceanus Folk,2029,9662,Lessons from Her Hands,Lessons from Her Hands,Album,Synthwave,2028,Synthwave
OF -> Other,InStyleOf,17347,The Shifting Sands,The Shifting Sands,Song,Oceanus Folk,2029,10819,Thundering Percussion,Thundering Percussion,Song,Space Rock,2029,Space Rock
OF -> Other,InStyleOf,17273,Salty Dreams,Salty Dreams,Album,Oceanus Folk,2030,3881,Susurros de Pasión,Susurros de Pasión,Song,Synthwave,2004,Synthwave
OF -> Other,InStyleOf,17285,Driftwood Lullaby,Driftwood Lullaby,Song,Oceanus Folk,2030,8207,Echoes of Forgotten Light,Echoes of Forgotten Light,Song,Alternative Rock,2004,Alternative Rock
OF -> Other,LyricalReferenceTo,12524,Reef Road Reverie,Reef Road Reverie,Song,Oceanus Folk,2030,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,17247,Anchored Love,Anchored Love,Song,Oceanus Folk,2030,13179,Ecclesiastical Echoes,Ecclesiastical Echoes,Song,Dream Pop,2016,Dream Pop
OF -> Other,LyricalReferenceTo,17247,Anchored Love,Anchored Love,Song,Oceanus Folk,2030,14125,Precision and Chrome,Precision and Chrome,Song,Indie Folk,2017,Indie Folk
OF -> Other,CoverOf,12138,Unbreakable Divine Shelter,Unbreakable Divine Shelter,Song,Oceanus Folk,2030,14767,Saturday's Last Light,Saturday's Last Light,Album,Space Rock,2023,Space Rock
OF -> Other,InStyleOf,12138,Unbreakable Divine Shelter,Unbreakable Divine Shelter,Song,Oceanus Folk,2030,11749,The Memory of Xiao,The Memory of Xiao,Song,Space Rock,2024,Space Rock
OF -> Other,InStyleOf,12138,Unbreakable Divine Shelter,Unbreakable Divine Shelter,Song,Oceanus Folk,2030,11329,Crown and Conscience,Crown and Conscience,Song,Space Rock,2025,Space Rock
OF -> Other,CoverOf,17273,Salty Dreams,Salty Dreams,Album,Oceanus Folk,2030,9848,Partisan's Lament,Partisan's Lament,Song,Indie Pop,2030,Indie Pop
OF -> Other,CoverOf,17353,Moonlit Kelp Forest Dance,Moonlit Kelp Forest Dance,Song,Oceanus Folk,2031,14890,Dawn's Early Whispers,Dawn's Early Whispers,Song,Desert Rock,2017,Desert Rock
OF -> Other,CoverOf,17352,Whispers on the Jetty Wind,Whispers on the Jetty Wind,Song,Oceanus Folk,2031,2963,Whispers of the Heart's Embrace,Whispers of the Heart's Embrace,Album,Post-Apocalyptic Folk,2020,Post-Apocalyptic Folk
OF -> Other,CoverOf,17350,Tidesworn Ballads,Tidesworn Ballads,Album,Oceanus Folk,2031,10016,Dreamscape of Judgment,Dreamscape of Judgment,Song,Symphonic Metal,2023,Symphonic Metal
OF -> Other,DirectlySamples,17351,The Siren's Sigh,The Siren's Sigh,Song,Oceanus Folk,2031,14505,Call It Out Loud,Call It Out Loud,Song,Southern Gothic Rock,2024,Southern Gothic Rock
OF -> Other,InterpolatesFrom,17237,Seafarer's Lullaby,Seafarer's Lullaby,Album,Oceanus Folk,2031,12623,Echoes of Consciousness,Echoes of Consciousness,Album,Dream Pop,2028,Dream Pop
OF -> Other,CoverOf,17354,Seven Fathoms Deep,Seven Fathoms Deep,Song,Oceanus Folk,2031,1830,Trouble's Favorite Son,Trouble's Favorite Son,Song,Post-Apocalyptic Folk,2029,Post-Apocalyptic Folk
OF -> Other,InStyleOf,17232,Driftwood Dreams,Driftwood Dreams,Album,Oceanus Folk,2032,4985,Dancing Through the Drums,Dancing Through the Drums,Song,Indie Folk,2026,Indie Folk
OF -> Other,LyricalReferenceTo,17232,Driftwood Dreams,Driftwood Dreams,Album,Oceanus Folk,2032,6279,Walk Away from Women,Walk Away from Women,Song,Alternative Rock,2028,Alternative Rock
OF -> Other,InStyleOf,17286,Saltwater Hymn,Saltwater Hymn,Song,Oceanus Folk,2032,10903,Parallel Memories,Parallel Memories,Song,Dream Pop,2028,Dream Pop
OF -> Other,InterpolatesFrom,17411,Tidal Whisper,Tidal Whisper,Song,Oceanus Folk,2033,9068,Sawtooth Serenade,Sawtooth Serenade,Album,Blues Rock,1998,Blues Rock
OF -> Other,InStyleOf,17275,Coral Beats,Coral Beats,Album,Oceanus Folk,2034,15855,Sacred Fragments,Sacred Fragments,Song,Synthwave,2003,Synthwave
OF -> Other,CoverOf,17275,Coral Beats,Coral Beats,Album,Oceanus Folk,2034,16312,Harvest Dance at Ler Valley,Harvest Dance at Ler Valley,Song,Psychedelic Rock,2010,Psychedelic Rock
OF -> Other,InterpolatesFrom,17287,Moon Over the Tide,Moon Over the Tide,Song,Oceanus Folk,2034,11254,Divergent Memories,Divergent Memories,Song,Indie Folk,2017,Indie Folk
OF -> Other,InStyleOf,17289,Barnacle Heart,Barnacle Heart,Song,Oceanus Folk,2034,5574,Our Inevitable Path,Our Inevitable Path,Song,Indie Folk,2017,Indie Folk
OF -> Other,InterpolatesFrom,17050,Star-Touched Tides,Star-Touched Tides,Song,Oceanus Folk,2034,13131,Midnight's Ritual,Midnight's Ritual,Song,Alternative Rock,2023,Alternative Rock
OF -> Other,LyricalReferenceTo,17287,Moon Over the Tide,Moon Over the Tide,Song,Oceanus Folk,2034,13589,Silent Steps in the Forest's Embrace,Silent Steps in the Forest's Embrace,Song,Avant-Garde Folk,2023,Avant-Garde Folk
OF -> Other,InStyleOf,17362,Tide-Worn Tales,Tide-Worn Tales,Album,Oceanus Folk,2034,12858,Parade of Painted Spirits,Parade of Painted Spirits,Song,Doom Metal,2023,Doom Metal
OF -> Other,LyricalReferenceTo,17050,Star-Touched Tides,Star-Touched Tides,Song,Oceanus Folk,2034,11911,Time's Running Out,Time's Running Out,Song,Blues Rock,2026,Blues Rock
OF -> Other,InterpolatesFrom,17362,Tide-Worn Tales,Tide-Worn Tales,Album,Oceanus Folk,2034,11429,Echoes of What We Were,Echoes of What We Were,Song,Dream Pop,2027,Dream Pop
OF -> Other,LyricalReferenceTo,17364,Crimson Cliffs Awakening,Crimson Cliffs Awakening,Song,Oceanus Folk,2034,7441,Nothing Left Untried,Nothing Left Untried,Album,Desert Rock,2030,Desert Rock
OF -> Other,CoverOf,17363,The Sunken Compass,The Sunken Compass,Album,Oceanus Folk,2035,4609,Brass and Brass: A Polka Memoir,Brass and Brass: A Polka Memoir,Song,Avant-Garde Folk,1997,Avant-Garde Folk
OF -> Other,DirectlySamples,17368,Shadows in Smuggler's Cove,Shadows in Smuggler's Cove,Song,Oceanus Folk,2035,4854,Echoes from the Vatican Walls,Echoes from the Vatican Walls,Song,Southern Gothic Rock,2004,Southern Gothic Rock
OF -> Other,DirectlySamples,17363,The Sunken Compass,The Sunken Compass,Album,Oceanus Folk,2035,14191,Viento y Marea,Viento y Marea,Song,Dream Pop,2026,Dream Pop
OF -> Other,InStyleOf,16990,The Bells Beneath the Waves,The Bells Beneath the Waves,Song,Oceanus Folk,2035,9538,Embrace of the Honored Visitor,Embrace of the Honored Visitor,Song,Indie Rock,2029,Indie Rock
OF -> Other,InStyleOf,17290,Fog & Fiddle,Fog & Fiddle,Song,Oceanus Folk,2036,12237,Provence Aria,Provence Aria,Song,Indie Rock,2023,Indie Rock
OF -> Other,InterpolatesFrom,17290,Fog & Fiddle,Fog & Fiddle,Song,Oceanus Folk,2036,12685,Coastal Whispers of Biscay,Coastal Whispers of Biscay,Song,Alternative Rock,2031,Alternative Rock
OF -> Other,CoverOf,17123,Sea Glass Memories,Sea Glass Memories,Song,Oceanus Folk,2037,11472,Footwork Philosophy,Footwork Philosophy,Album,Dream Pop,2019,Dream Pop
OF -> Other,InStyleOf,17123,Sea Glass Memories,Sea Glass Memories,Song,Oceanus Folk,2037,6251,Allegretto Aurora,Allegretto Aurora,Album,Indie Folk,2020,Indie Folk
OF -> Other,DirectlySamples,17122,Skin and Saltwater,Skin and Saltwater,Song,Oceanus Folk,2037,15889,Whispers in Shadows,Whispers in Shadows,Song,Psychedelic Rock,2023,Psychedelic Rock
OF -> Other,InterpolatesFrom,17049,Electric Reverie,Electric Reverie,Album,Oceanus Folk,2038,7026,Reflejo Interior,Reflejo Interior,Song,Americana,1983,Americana
OF -> Other,InStyleOf,17292,Stormsong,Stormsong,Song,Oceanus Folk,2038,6592,When the Bar Lights Go Up,When the Bar Lights Go Up,Song,Emo/Pop Punk,2000,Emo/Pop Punk
OF -> Other,LyricalReferenceTo,17277,Oceanbound,Oceanbound,Album,Oceanus Folk,2038,876,Bold Without Apology,Bold Without Apology,Song,Indie Rock,2010,Indie Rock
OF -> Other,LyricalReferenceTo,17277,Oceanbound,Oceanbound,Album,Oceanus Folk,2038,3986,Altitude of Mistakes,Altitude of Mistakes,Song,Americana,2015,Americana
OF -> Other,InStyleOf,17049,Electric Reverie,Electric Reverie,Album,Oceanus Folk,2038,14107,Folklore's Heartbeat,Folklore's Heartbeat,Song,Blues Rock,2020,Blues Rock
OF -> Other,DirectlySamples,17292,Stormsong,Stormsong,Song,Oceanus Folk,2038,13014,Exoskeleton Dissolve,Exoskeleton Dissolve,Song,Indie Rock,2020,Indie Rock
Other -> OF,CoverOf,5264,Faded Denim Days,Faded Denim Days,Song,Doom Metal,2007,11767,Venom's Whisper,Venom's Whisper,Song,Oceanus Folk,2004,Doom Metal
Other -> OF,DirectlySamples,16508,When Time Aligns,When Time Aligns,Album,Indie Folk,2010,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007,Indie Folk
Other -> OF,InStyleOf,6505,Nanjing Road Rhythm,Nanjing Road Rhythm,Song,Americana,2012,11767,Venom's Whisper,Venom's Whisper,Song,Oceanus Folk,2004,Americana
Other -> OF,LyricalReferenceTo,6505,Nanjing Road Rhythm,Nanjing Road Rhythm,Song,Americana,2012,4565,Unbroken Silence,Unbroken Silence,Song,Oceanus Folk,2004,Americana
Other -> OF,InStyleOf,5276,Windborne Dialogues of Three Horns,Windborne Dialogues of Three Horns,Song,Indie Folk,2013,9186,Landscape Echoes,Landscape Echoes,Song,Oceanus Folk,2011,Indie Folk
Other -> OF,CoverOf,12365,Lonesome Trail Ballad,Lonesome Trail Ballad,Song,Americana,2013,9709,Fragments of Consciousness,Fragments of Consciousness,Song,Oceanus Folk,2014,Americana
Other -> OF,DirectlySamples,11269,Dust and Determination,Dust and Determination,Song,Indie Folk,2016,13965,The Last Goodbye's Farewell,The Last Goodbye's Farewell,Song,Oceanus Folk,2007,Indie Folk
Other -> OF,InStyleOf,196,Radiant Dreams,Radiant Dreams,Song,Indie Folk,2017,13324,Exile's Whisper,Exile's Whisper,Song,Oceanus Folk,2004,Indie Folk
Other -> OF,DirectlySamples,4464,Halfway to Somewhere,Halfway to Somewhere,Album,Dream Pop,2017,4348,Hysterical Revenge,Hysterical Revenge,Song,Oceanus Folk,2004,Dream Pop
Other -> OF,InStyleOf,7281,When Shadows Consume Me,When Shadows Consume Me,Song,Doom Metal,2017,13324,Exile's Whisper,Exile's Whisper,Song,Oceanus Folk,2004,Doom Metal
Other -> OF,LyricalReferenceTo,13563,Unique Frequencies,Unique Frequencies,Album,Synthpop,2017,13324,Exile's Whisper,Exile's Whisper,Song,Oceanus Folk,2004,Synthpop
Other -> OF,InterpolatesFrom,14640,Aşkın Sızısı,Aşkın Sızısı,Song,Dream Pop,2017,13324,Exile's Whisper,Exile's Whisper,Song,Oceanus Folk,2004,Dream Pop
Other -> OF,CoverOf,7001,Spring's Rhythmic Parade,Spring's Rhythmic Parade,Album,Americana,2017,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007,Americana
Other -> OF,InStyleOf,14640,Aşkın Sızısı,Aşkın Sızısı,Song,Dream Pop,2017,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007,Dream Pop
Other -> OF,InterpolatesFrom,7291,Twisted Strands,Twisted Strands,Song,Dream Pop,2017,8233,Roots and Winds of Departure,Roots and Winds of Departure,Song,Oceanus Folk,2010,Dream Pop
Other -> OF,LyricalReferenceTo,7345,Whispers Behind Walls,Whispers Behind Walls,Album,Alternative Rock,2017,7920,Manifest Destiny Blues,Manifest Destiny Blues,Song,Oceanus Folk,2010,Alternative Rock
Other -> OF,CoverOf,3358,Carry Me Through,Carry Me Through,Song,Dream Pop,2017,8079,Glance My Way,Glance My Way,Song,Oceanus Folk,2013,Dream Pop
Other -> OF,InStyleOf,3358,Carry Me Through,Carry Me Through,Song,Dream Pop,2017,9709,Fragments of Consciousness,Fragments of Consciousness,Song,Oceanus Folk,2014,Dream Pop
Other -> OF,CoverOf,13436,Infinite Horizon,Infinite Horizon,Song,Doom Metal,2017,6524,Tenement of Freedom,Tenement of Freedom,Song,Oceanus Folk,2014,Doom Metal
Other -> OF,CoverOf,16127,Faithful Shores,Faithful Shores,Album,Indie Folk,2018,13965,The Last Goodbye's Farewell,The Last Goodbye's Farewell,Song,Oceanus Folk,2007,Indie Folk
Other -> OF,DirectlySamples,16127,Faithful Shores,Faithful Shores,Album,Indie Folk,2018,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007,Indie Folk
Other -> OF,InterpolatesFrom,5616,Invisible Strings,Invisible Strings,Album,Space Rock,2018,5100,Sylvan Bride's Lament,Sylvan Bride's Lament,Song,Oceanus Folk,2010,Space Rock
Other -> OF,CoverOf,8006,Scream Between Whispers,Scream Between Whispers,Song,Americana,2018,8233,Roots and Winds of Departure,Roots and Winds of Departure,Song,Oceanus Folk,2010,Americana
Other -> OF,CoverOf,10111,Passages of Light,Passages of Light,Song,Darkwave,2019,553,Midnight's Restless Echo,Midnight's Restless Echo,Song,Oceanus Folk,2013,Darkwave
Other -> OF,InterpolatesFrom,7594,Winds of Jaguaribe's Promise,Winds of Jaguaribe's Promise,Song,Dream Pop,2020,9003,Echoes of Departure,Echoes of Departure,Song,Oceanus Folk,2004,Dream Pop
Other -> OF,InStyleOf,15542,Hope on the Horizon,Hope on the Horizon,Song,Americana,2020,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007,Americana
Other -> OF,CoverOf,5089,Drowning in My Own Image,Drowning in My Own Image,Song,Indie Folk,2020,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,InStyleOf,5089,Drowning in My Own Image,Drowning in My Own Image,Song,Indie Folk,2020,14762,Heavenly Radiance,Heavenly Radiance,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,CoverOf,7839,Eternal Praise Resounding,Eternal Praise Resounding,Song,Desert Rock,2020,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,InStyleOf,16626,Whispers of Her Resilience,Whispers of Her Resilience,Song,Dream Pop,2021,9003,Echoes of Departure,Echoes of Departure,Song,Oceanus Folk,2004,Dream Pop
Other -> OF,InStyleOf,3991,Instrument Failure,Instrument Failure,Song,Synthwave,2021,5100,Sylvan Bride's Lament,Sylvan Bride's Lament,Song,Oceanus Folk,2010,Synthwave
Other -> OF,DirectlySamples,2272,Borrowed Time,Borrowed Time,Song,Space Rock,2022,13324,Exile's Whisper,Exile's Whisper,Song,Oceanus Folk,2004,Space Rock
Other -> OF,CoverOf,7278,Requiem for a Fading Self,Requiem for a Fading Self,Song,Synthwave,2022,13324,Exile's Whisper,Exile's Whisper,Song,Oceanus Folk,2004,Synthwave
Other -> OF,InStyleOf,10313,Whispers of a Wandering Soul,Whispers of a Wandering Soul,Song,Dream Pop,2022,13324,Exile's Whisper,Exile's Whisper,Song,Oceanus Folk,2004,Dream Pop
Other -> OF,DirectlySamples,2272,Borrowed Time,Borrowed Time,Song,Space Rock,2022,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007,Space Rock
Other -> OF,InStyleOf,9308,Ancestral Melodies of the Plains,Ancestral Melodies of the Plains,Song,Dream Pop,2022,13965,The Last Goodbye's Farewell,The Last Goodbye's Farewell,Song,Oceanus Folk,2007,Dream Pop
Other -> OF,InStyleOf,10313,Whispers of a Wandering Soul,Whispers of a Wandering Soul,Song,Dream Pop,2022,3501,Beyond Our Limitations,Beyond Our Limitations,Song,Oceanus Folk,2007,Dream Pop
Other -> OF,DirectlySamples,3362,Rising From the Shadows,Rising From the Shadows,Song,Synthwave,2022,9709,Fragments of Consciousness,Fragments of Consciousness,Song,Oceanus Folk,2014,Synthwave
Other -> OF,CoverOf,3362,Rising From the Shadows,Rising From the Shadows,Song,Synthwave,2022,13438,Whispers of Forever,Whispers of Forever,Song,Oceanus Folk,2019,Synthwave
Other -> OF,CoverOf,14047,Montmartre Petals,Montmartre Petals,Song,Space Rock,2022,16276,Perimeter,Perimeter,Song,Oceanus Folk,2020,Space Rock
Other -> OF,InStyleOf,15735,"Stolen Glances, Spinning Hearts","Stolen Glances, Spinning Hearts",Song,Dream Pop,2023,9922,Hjertets Soloppgang (Sunrise of the Heart),Hjertets Soloppgang (Sunrise of the Heart),Song,Oceanus Folk,1994,Dream Pop
Other -> OF,CoverOf,12574,Analog Affection Anthem,Analog Affection Anthem,Song,Doom Metal,2023,12332,Whispers in Maria's Slumber,Whispers in Maria's Slumber,Song,Oceanus Folk,2010,Doom Metal
Other -> OF,LyricalReferenceTo,10055,"Lights, Camera, Heartbreak","Lights, Camera, Heartbreak",Album,Dream Pop,2023,9186,Landscape Echoes,Landscape Echoes,Song,Oceanus Folk,2011,Dream Pop
Other -> OF,DirectlySamples,4077,Starlit Passion,Starlit Passion,Song,Jazz Surf Rock,2023,16524,Trembling Syringe,Trembling Syringe,Song,Oceanus Folk,2013,Jazz Surf Rock
Other -> OF,InterpolatesFrom,6833,The Last Sweet Moment,The Last Sweet Moment,Song,Dream Pop,2023,16524,Trembling Syringe,Trembling Syringe,Song,Oceanus Folk,2013,Dream Pop
Other -> OF,LyricalReferenceTo,10258,Echoes of Gilead,Echoes of Gilead,Album,Indie Folk,2023,16524,Trembling Syringe,Trembling Syringe,Song,Oceanus Folk,2013,Indie Folk
Other -> OF,LyricalReferenceTo,15048,Fire digte om kærlighed og sorg,Fire digte om kærlighed og sorg,Song,Desert Rock,2023,9322,Wandering Spirit of Prague,Wandering Spirit of Prague,Song,Oceanus Folk,2013,Desert Rock
Other -> OF,DirectlySamples,1874,Dusty Miles,Dusty Miles,Song,Dream Pop,2023,6994,Clocktower Cadence,Clocktower Cadence,Song,Oceanus Folk,2017,Dream Pop
Other -> OF,LyricalReferenceTo,3076,Nullify the Provocateur,Nullify the Provocateur,Song,Indie Folk,2023,3194,Abundance Overflowing,Abundance Overflowing,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,InStyleOf,3275,"My Heart, Your Lifeline","My Heart, Your Lifeline",Song,Desert Rock,2023,3194,Abundance Overflowing,Abundance Overflowing,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,InterpolatesFrom,3457,Magnetic Desire,Magnetic Desire,Song,Indie Folk,2023,3194,Abundance Overflowing,Abundance Overflowing,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,CoverOf,3457,Magnetic Desire,Magnetic Desire,Song,Indie Folk,2023,16225,Blueprint Whispers,Blueprint Whispers,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,CoverOf,3542,Privacy's Edge,Privacy's Edge,Song,Indie Folk,2023,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,DirectlySamples,3891,Melodía de Sentimientos,Melodía de Sentimientos,Album,Desert Rock,2023,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,InStyleOf,10754,Unified Steps of Joy,Unified Steps of Joy,Album,Dream Pop,2023,12634,Fragments of a Forgotten Continent,Fragments of a Forgotten Continent,Album,Oceanus Folk,2017,Dream Pop
Other -> OF,InterpolatesFrom,14767,Saturday's Last Light,Saturday's Last Light,Album,Space Rock,2023,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Space Rock
Other -> OF,InterpolatesFrom,16259,Twilight of the Weekly Cycle,Twilight of the Weekly Cycle,Song,Indie Folk,2023,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,InStyleOf,5559,Infused Intentions,Infused Intentions,Song,Synthpop,2023,10105,Boundless Threshold,Boundless Threshold,Song,Oceanus Folk,2020,Synthpop
Other -> OF,DirectlySamples,6661,"Magnolia Nights, Southern Lights","Magnolia Nights, Southern Lights",Song,Doom Metal,2023,8107,Reckless Hearts,Reckless Hearts,Song,Oceanus Folk,2020,Doom Metal
