artist_id,artist_name,artist_display_name,artist_type,stage_name,num_performed_works,num_all_contributed_works,all_role_types,primary_genre,all_performance_genres,first_performance_year,last_performance_year,career_span_years,num_notable_performed_works,performed_work_influence_received,is_oceanus_folk_artist
9281,Heino Ladeck,Heino Ladeck,Person,,2,4,ComposerOf; PerformerOf; ProducerOf,Alternative Rock,Alternative Rock,1981,2017,36,2,4,False
9339,Mathew Chapman III,Mathew Chapman III,Person,,2,3,PerformerOf; ProducerOf,Indie Folk,Indie Folk; Synthwave,1991,1997,6,1,4,False
9771,Kristen Parks,Kristen Parks,Person,,2,3,ComposerOf; PerformerOf; ProducerOf,Doom Metal,Doom Metal,2013,2023,10,2,4,False
16810,Peripheral Circuit,Peripheral Circuit,MusicalGroup,,2,4,PerformerOf; ProducerOf,Blues Rock,Blues Rock,1991,2004,13,2,4,False
16818,The Feast,The Feast,MusicalGroup,,2,3,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Blues Rock,Blues Rock,1991,2004,13,2,4,False
16862,Operatic Pulse,Operatic Pulse,MusicalGroup,,2,3,LyricistOf; PerformerOf,Indie Folk,Indie Folk; Oceanus Folk,2013,2017,4,2,4,True
16864,Nocturnal Drifters,Nocturnal Drifters,MusicalGroup,,2,3,ComposerOf; PerformerOf,Space Rock,Space Rock; Synthwave,2010,2017,7,2,4,False
197,Xia Ren,Xia Ren,Person,,1,3,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Doom Metal,Doom Metal,2007,2007,0,1,4,False
768,Jun Tan,Jun Tan,Person,,1,3,PerformerOf; ProducerOf,Americana,Americana,2013,2013,0,1,4,False
1467,Yan Long,Yan Long,Person,,1,7,ComposerOf; PerformerOf; ProducerOf,Lo-Fi Electronica,Lo-Fi Electronica,2015,2015,0,1,4,False
2218,Jing Chang,Jing Chang,Person,,1,3,LyricistOf; PerformerOf,Americana,Americana,2023,2023,0,1,4,False
2769,Akemi Nakajima,Akemi Nakajima,Person,,1,3,ComposerOf; PerformerOf; ProducerOf,Alternative Rock,Alternative Rock,2015,2015,0,1,4,False
3175,Joshua Cruz,Joshua Cruz,Person,,1,4,LyricistOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop,2024,2024,0,1,4,False
3226,Jie Ding,Jie Ding,Person,,1,3,ComposerOf; LyricistOf; PerformerOf,Synthwave,Synthwave,2010,2010,0,1,4,False
5309,Gundula Löchel,Gundula Löchel,Person,,1,3,PerformerOf; ProducerOf,Doom Metal,Doom Metal,2013,2013,0,1,4,False
11321,Lucas Potter,Lucas Potter,Person,,1,3,LyricistOf; PerformerOf,Indie Rock,Indie Rock,2017,2017,0,0,4,False
3098,Ping Luo,Ping Luo,Person,,7,8,ComposerOf; LyricistOf; PerformerOf,Jazz Surf Rock,Alternative Rock; Desert Rock; Doom Metal; Jazz Surf Rock; Southern Gothic Rock; Synthwave,2010,2030,20,7,3,False
3662,David Wilkerson,David Wilkerson,Person,,6,8,LyricistOf; PerformerOf; ProducerOf,Indie Pop,Blues Rock; Indie Pop; Southern Gothic Rock,1984,2017,33,5,3,False
566,Tao Yang,Tao Yang,Person,,5,5,LyricistOf; PerformerOf; ProducerOf,Desert Rock,Desert Rock; Indie Rock; Symphonic Metal; Synthwave,2022,2028,6,5,3,False
592,Xiulan Shen,Xiulan Shen,Person,,5,7,LyricistOf; PerformerOf,Dream Pop,Darkwave; Dream Pop; Post-Apocalyptic Folk,2013,2029,16,5,3,False
3589,Laetitia Bertrand-Becker,Laetitia Bertrand-Becker,Person,,5,7,PerformerOf; ProducerOf,Dream Pop,Doom Metal; Dream Pop; Synthwave,2006,2030,24,5,3,False
3753,Graziella Saffi,Graziella Saffi,Person,,5,6,LyricistOf; PerformerOf,Doom Metal,Doom Metal; Indie Folk; Space Rock; Synthwave,2017,2029,12,5,3,False
267,Walter White,Walter White,Person,,4,4,PerformerOf; ProducerOf,Oceanus Folk,Dream Pop; Oceanus Folk; Synthwave,2009,2020,11,4,3,True
835,Franck Prévost de la Bertrand,Franck Prévost de la Bertrand,Person,,4,4,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Indie Rock,Dream Pop; Indie Rock; Synthwave,1999,2020,21,4,3,False
1103,Ekkehard Förster,Ekkehard Förster,Person,,4,9,ComposerOf; PerformerOf; ProducerOf,Avant-Garde Folk,Avant-Garde Folk; Southern Gothic Rock,2007,2020,13,4,3,False
1223,Gang Yin,Gang Yin,Person,,4,4,ComposerOf; PerformerOf,Darkwave,Darkwave; Dream Pop,2013,2029,16,4,3,False
1838,Carolyn Schultz,Carolyn Schultz,Person,,4,6,LyricistOf; PerformerOf; ProducerOf,Alternative Rock,Alternative Rock; Indie Folk; Lo-Fi Electronica,2013,2024,11,4,3,False
1839,Miguel Johnston,Miguel Johnston,Person,,4,5,ComposerOf; PerformerOf,Alternative Rock,Alternative Rock; Dream Pop; Indie Folk; Lo-Fi Electronica,1997,2024,27,3,3,False
1929,Rhea Wali,Rhea Wali,Person,,4,4,PerformerOf; ProducerOf,Dream Pop,Alternative Rock; Dream Pop,2011,2026,15,4,3,False
1992,Derek Smith,Derek Smith,Person,,4,4,PerformerOf,Indie Folk,Americana; Dream Pop; Indie Folk,2020,2024,4,4,3,False
2355,Qiang Cui,Qiang Cui,Person,,4,4,LyricistOf; PerformerOf,Blues Rock,Blues Rock; Desert Rock; Dream Pop; Indie Rock,2007,2029,22,4,3,False
2516,Ottmar Grein Groth-Butte,Vespera,Person,Vespera,4,4,ComposerOf; LyricistOf; PerformerOf,Dream Pop,Dream Pop; Indie Folk; Indie Rock,2017,2023,6,4,3,False
2706,Zachary Francis,Zachary Francis,Person,,4,4,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Psychedelic Rock,Americana; Psychedelic Rock; Synthwave,2020,2026,6,4,3,False
3704,Qiang Xu,Qiang Xu,Person,,4,4,PerformerOf; ProducerOf,Americana,Americana; Darkwave; Dream Pop; Synthwave,2007,2026,19,4,3,False
3843,Fang Jia,Fang Jia,Person,,4,4,PerformerOf; ProducerOf,Psychedelic Rock,Dream Pop; Indie Folk; Psychedelic Rock,2020,2027,7,4,3,False
4171,Yong Yao,Yong Yao,Person,,4,4,PerformerOf; ProducerOf,Southern Gothic Rock,Alternative Rock; Americana; Southern Gothic Rock,2013,2026,13,4,3,False
5951,Iolanda Prada,Iolanda Prada,Person,,4,5,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Doom Metal,Doom Metal; Synthpop,2004,2023,19,4,3,False
9508,Ping Qin,Ping Qin,Person,,4,4,LyricistOf; PerformerOf,Dream Pop,Dream Pop; Indie Folk,2013,2025,12,4,3,False
9509,Ping Hao,Ping Hao,Person,,4,4,PerformerOf; ProducerOf,Dream Pop,Dream Pop; Indie Folk,2013,2025,12,4,3,False
9510,Fang Yin,Fang Yin,Person,,4,4,PerformerOf; ProducerOf,Dream Pop,Dream Pop; Indie Folk,2013,2025,12,4,3,False
9876,Kristýna Horváthová,Kristýna Horváthová,Person,,4,4,ComposerOf; LyricistOf; PerformerOf,Blues Rock,Blues Rock; Dream Pop,2007,2007,0,4,3,False
16778,Buzz Collective,Buzz Collective,MusicalGroup,,4,4,PerformerOf; ProducerOf,Americana,Americana,2000,2023,23,4,3,False
16783,Encrucijada,Encrucijada,MusicalGroup,,4,4,LyricistOf; PerformerOf,Dream Pop,Dream Pop; Indie Folk,2013,2025,12,4,3,False
65,Sara Parker,Sara Parker,Person,,3,5,PerformerOf; ProducerOf,Indie Folk,Americana; Indie Folk,2020,2023,3,3,3,False
162,Mia Carsten,Mia Carsten,Person,,3,5,ComposerOf; LyricistOf; PerformerOf,Indie Folk,Doom Metal; Indie Folk,2004,2013,9,3,3,False
425,Hazel Kara,Hazel Kara,Person,,3,5,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Southern Gothic Rock,Blues Rock; Southern Gothic Rock,1987,2003,16,3,3,False
561,Rémy Denis de Duhamel,Rémy Denis de Duhamel,Person,,3,3,PerformerOf; ProducerOf,Southern Gothic Rock,Alternative Rock; Southern Gothic Rock,2017,2027,10,3,3,False
562,Antoine Perrot-Léger,Antoine Perrot-Léger,Person,,3,3,PerformerOf; ProducerOf,Southern Gothic Rock,Alternative Rock; Southern Gothic Rock,2017,2027,10,3,3,False
571,Erin Fox,Erin Fox,Person,,3,4,LyricistOf; PerformerOf; ProducerOf,Desert Rock,Desert Rock; Dream Pop; Synthwave,2020,2025,5,3,3,False
622,Andrew Snyder,Andrew Snyder,Person,,3,3,ComposerOf; PerformerOf; ProducerOf,Doom Metal,Doom Metal; Indie Folk; Indie Rock,2020,2026,6,2,3,False
654,Guiying Zhou,Guiying Zhou,Person,,3,3,PerformerOf,Psychedelic Rock,Psychedelic Rock; Synthwave,2023,2030,7,3,3,False
754,Na Shao,Na Shao,Person,,3,4,PerformerOf; ProducerOf,Alternative Rock,Alternative Rock; Dream Pop; Space Rock,2022,2029,7,3,3,False
801,Yan Duan,Yan Duan,Person,,3,3,PerformerOf,Desert Rock,Desert Rock; Dream Pop; Space Rock,2024,2025,1,3,3,False
808,Pavlína Macháčková,Pavlína Macháčková,Person,,3,3,ComposerOf; LyricistOf; PerformerOf,Southern Gothic Rock,Indie Pop; Southern Gothic Rock,1991,2013,22,3,3,False
943,Kevin Carney,Kevin Carney,Person,,3,3,ComposerOf; PerformerOf,Lo-Fi Electronica,Lo-Fi Electronica,2019,2029,10,3,3,False
1052,Augustin Besnard-Imbert,Augustin Besnard-Imbert,Person,,3,3,LyricistOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop; Indie Rock,2007,2017,10,3,3,False
1053,Dominique Perret,Dominique Perret,Person,,3,3,PerformerOf,Dream Pop,Dream Pop; Indie Rock,2007,2017,10,3,3,False
1443,Sayuri Sato,Sayuri Sato,Person,,3,3,PerformerOf,Blues Rock,Alternative Rock; Blues Rock,1994,2013,19,3,3,False
1547,Qiang Lu,Qiang Lu,Person,,3,5,ComposerOf; PerformerOf,Indie Folk,Indie Folk; Synthwave,2013,2022,9,3,3,False
1743,Xiulan Wei,Xiulan Wei,Person,,3,4,ComposerOf; PerformerOf; ProducerOf,Indie Folk,Americana; Indie Folk,2013,2017,4,3,3,False
1802,Chao Wan,Chao Wan,Person,,3,5,ComposerOf; LyricistOf; PerformerOf,Dream Pop,Dream Pop; Indie Folk; Post-Apocalyptic Folk,2020,2028,8,3,3,False
1866,Na Peng,Na Peng,Person,,3,3,PerformerOf; ProducerOf,Indie Folk,Indie Folk; Oceanus Folk; Synthwave,2013,2017,4,2,3,True
1881,Hridaan Kaur,Hridaan Kaur,Person,,3,3,LyricistOf; PerformerOf,Speed Metal,Alternative Rock; Speed Metal,2017,2023,6,3,3,False
1882,Rohan Shanker,Rohan Shanker,Person,,3,3,PerformerOf,Speed Metal,Alternative Rock; Speed Metal,2017,2023,6,3,3,False
1928,Zara Trivedi,Zara Trivedi,Person,,3,3,PerformerOf,Dream Pop,Dream Pop,2011,2017,6,3,3,False
1994,Julie Davis,Julie Davis,Person,,3,4,PerformerOf; ProducerOf,Americana,Americana; Dream Pop; Indie Folk,2020,2024,4,3,3,False
2237,Guiying Xiao,Guiying Xiao,Person,,3,3,ComposerOf; PerformerOf,Dream Pop,Dream Pop; Indie Folk; Lo-Fi Electronica,2013,2029,16,3,3,False
2434,Lei Zhou,Lei Zhou,Person,,3,4,LyricistOf; PerformerOf; ProducerOf,Indie Folk,Dream Pop; Indie Folk,2020,2029,9,3,3,False
2460,Yang Ye,Yang Ye,Person,,3,3,ComposerOf; PerformerOf,Doom Metal,Doom Metal; Dream Pop; Synthwave,2019,2030,11,3,3,False
2634,Chao Li,Chao Li,Person,,3,3,PerformerOf,Space Rock,Darkwave; Space Rock,2026,2028,2,3,3,False
2772,Stephen Bell,Stephen Bell,Person,,3,3,LyricistOf; PerformerOf,Doom Metal,Doom Metal; Indie Rock; Synthwave,2007,2013,6,3,3,False
2773,Christopher Reed,Christopher Reed,Person,,3,3,PerformerOf; ProducerOf,Doom Metal,Doom Metal; Indie Rock; Synthwave,2007,2013,6,3,3,False
2932,Xia Xia,Xia Xia,Person,,3,3,PerformerOf,Indie Folk,Indie Folk; Oceanus Folk; Symphonic Metal,2013,2026,13,3,3,True
3414,Yang Han,Yang Han,Person,,3,4,ComposerOf; PerformerOf,Synthwave,Americana; Synthwave,2014,2025,11,3,3,False
3665,Diana Taylor,Diana Taylor,Person,,3,4,ComposerOf; PerformerOf; ProducerOf,Americana,Americana,2000,2020,20,3,3,False
4255,Guiying Zhou,Guiying Zhou,Person,,3,4,LyricistOf; PerformerOf,Alternative Rock,Alternative Rock; Desert Rock; Jazz Surf Rock,2024,2029,5,3,3,False
4256,Ming Ding,Ming Ding,Person,,3,3,PerformerOf; ProducerOf,Alternative Rock,Alternative Rock; Desert Rock; Jazz Surf Rock,2024,2029,5,3,3,False
4401,Malwina Penar,Malwina Penar,Person,,3,4,LyricistOf; PerformerOf; ProducerOf,Doom Metal,Doom Metal; Dream Pop; Synthwave,2013,2029,16,3,3,False
4438,William Roux,William Roux,Person,,3,3,PerformerOf,Doom Metal,Doom Metal; Indie Folk; Indie Rock,2010,2020,10,1,3,False
4577,Julie Reynolds,Quantum Drift,Person, Quantum Drift,3,3,ComposerOf; PerformerOf,Dream Pop,Dream Pop,2024,2030,6,3,3,False
4657,Li Zhao,Li Zhao,Person,,3,3,ComposerOf; LyricistOf; PerformerOf,Synthwave,Indie Folk; Synthwave,2000,2023,23,3,3,False
5114,Evelyn Hernandez,Evelyn Hernandez,Person,,3,3,PerformerOf,Doom Metal,Doom Metal; Indie Folk; Indie Rock,2020,2026,6,3,3,False
5117,Kevin Baker,Kevin Baker,Person,,3,3,PerformerOf,Doom Metal,Doom Metal; Indie Folk; Indie Rock,2020,2026,6,3,3,False
5360,Ping Xiang,Ping Xiang,Person,,3,3,LyricistOf; PerformerOf,Psychedelic Rock,Dream Pop; Psychedelic Rock,2010,2024,14,3,3,False
5481,Min Zhao,Min Zhao,Person,,3,3,LyricistOf; PerformerOf,Lo-Fi Electronica,Lo-Fi Electronica,2018,2023,5,3,3,False
5973,Christine Wall,Orphea,Person,Orphea,3,3,LyricistOf; PerformerOf,Dream Pop,Dream Pop; Indie Folk,2010,2017,7,3,3,False
5974,Brian Gonzalez,Brian Gonzalez,Person,,3,3,PerformerOf,Dream Pop,Dream Pop; Indie Folk,2010,2017,7,3,3,False
6055,Yong Fu,Yong Fu,Person,,3,3,LyricistOf; PerformerOf,Dream Pop,Dream Pop,2026,2028,2,3,3,False
6348,Tao Guo,Tao Guo,Person,,3,4,PerformerOf; ProducerOf,Desert Rock,Desert Rock; Psychedelic Rock,2010,2026,16,3,3,False
6605,Jun Xie,Jun Xie,Person,,3,3,PerformerOf,Dream Pop,Dream Pop; Jazz Surf Rock; Synthwave,2025,2028,3,3,3,False
6686,Tracey Jordan,Tracey Jordan,Person,,3,3,ComposerOf; LyricistOf; PerformerOf,Indie Pop,Indie Pop; Southern Gothic Rock,2012,2027,15,3,3,False
7852,Li Zeng,Li Zeng,Person,,3,4,PerformerOf; ProducerOf,Indie Folk,Indie Folk; Space Rock; Synthwave,2014,2018,4,3,3,False
8466,John Rogers,John Rogers,Person,,3,3,LyricistOf; PerformerOf,Synthwave,Doom Metal; Synthwave,2010,2015,5,3,3,False
8467,Robert Pham,Robert Pham,Person,,3,3,ComposerOf; PerformerOf,Synthwave,Doom Metal; Synthwave,2010,2015,5,3,3,False
8470,Michael Ross,Michael Ross,Person,,3,3,PerformerOf; ProducerOf,Southern Gothic Rock,Southern Gothic Rock; Speed Metal,2008,2026,18,3,3,False
9384,Paula Mercado,Paula Mercado,Person,,3,3,PerformerOf; ProducerOf,Blues Rock,Blues Rock; Southern Gothic Rock,1984,1993,9,3,3,False
10554,Ping Fan,Ping Fan,Person,,3,4,ComposerOf; PerformerOf,Americana,Americana; Indie Folk,2013,2017,4,3,3,False
10798,Valérie Mathieu,Valérie Mathieu,Person,,3,3,PerformerOf,Doom Metal,Doom Metal; Oceanus Folk; Synthwave,2010,2021,11,2,3,True
10914,Min Wen,Min Wen,Person,,3,4,LyricistOf; PerformerOf,Dream Pop,Dream Pop; Indie Folk,2017,2027,10,3,3,False
13851,Rómulo Huertas,Rómulo Huertas,Person,,3,3,ComposerOf; PerformerOf; ProducerOf,Doom Metal,Doom Metal; Synthwave,2018,2024,6,3,3,False
16760,Fiesta Nocturna,Fiesta Nocturna,MusicalGroup,,3,6,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Americana,Americana; Indie Folk; Oceanus Folk,2010,2025,15,3,3,True
16777,Luna Spark,Luna Spark,MusicalGroup,,3,4,PerformerOf; ProducerOf,Dream Pop,Dream Pop; Indie Folk; Indie Rock,2017,2023,6,3,3,False
16802,Cosmic Drift,Cosmic Drift,MusicalGroup,,3,4,ComposerOf; PerformerOf; ProducerOf,Indie Folk,Indie Folk; Oceanus Folk,2025,2030,5,3,3,True
16812,Spectral Junk,Spectral Junk,MusicalGroup,,3,4,LyricistOf; PerformerOf,Americana,Americana; Dream Pop; Indie Folk,2020,2024,4,3,3,False
16822,Rhythm Brothers,Rhythm Brothers,MusicalGroup,,3,3,LyricistOf; PerformerOf,Alternative Rock,Alternative Rock; Desert Rock; Jazz Surf Rock,2024,2029,5,3,3,False
16826,The Three Drafts,The Three Drafts,MusicalGroup,,3,3,ComposerOf; PerformerOf,Speed Metal,Alternative Rock; Speed Metal,2017,2023,6,3,3,False
16827,Harmonic Collective,Harmonic Collective,MusicalGroup,,3,3,LyricistOf; PerformerOf,Synthwave,Doom Metal; Synthwave,2010,2015,5,3,3,False
16829,Lunar Pulse,Lunar Pulse,MusicalGroup,,3,3,PerformerOf,Dream Pop,Dream Pop,2026,2028,2,3,3,False
16837,Mineral Breath Asphalt,Mineral Breath Asphalt,MusicalGroup,,3,3,PerformerOf,Indie Pop,Alternative Rock; Indie Pop,2003,2023,20,2,3,False
16845,Bureaucracy,Bureaucracy,MusicalGroup,,3,3,PerformerOf,Alternative Rock,Alternative Rock; Dream Pop; Indie Rock,2000,2025,25,3,3,False
16863,Restless Verse,Restless Verse,MusicalGroup,,3,3,ComposerOf; PerformerOf; ProducerOf,Blues Rock,Blues Rock; Southern Gothic Rock,1984,1993,9,3,3,False
16877,Misfit Bistro,Misfit Bistro,MusicalGroup,,3,3,PerformerOf; ProducerOf,Dream Pop,Alternative Rock; Dream Pop,1984,2019,35,3,3,False
16880,Talvikierros,Talvikierros,MusicalGroup,,3,3,PerformerOf,Dream Pop,Dream Pop,2017,2026,9,3,3,False
16901,Jovens Sujos,Jovens Sujos,MusicalGroup,,3,3,ComposerOf; PerformerOf,Doom Metal,Doom Metal; Indie Rock; Synthwave,2007,2013,6,3,3,False
16914,Phantom Sync,Phantom Sync,MusicalGroup,,3,3,PerformerOf,Southern Gothic Rock,Alternative Rock; Southern Gothic Rock,2017,2027,10,3,3,False
16916,Radiant Siblings,Radiant Siblings,MusicalGroup,,3,3,LyricistOf; PerformerOf; ProducerOf,Space Rock,Darkwave; Space Rock,2026,2028,2,3,3,False
16929,Sovereign Riders,Sovereign Riders,MusicalGroup,,3,3,PerformerOf; ProducerOf,Doom Metal,Doom Metal; Dream Pop; Synthwave,2019,2030,11,3,3,False
435,Juan Xu,Juan Xu,Person,,2,3,ComposerOf; PerformerOf,Darkwave,Darkwave; Dream Pop,2015,2023,8,2,3,False
495,Qiang Wu,Qiang Wu,Person,,2,3,ComposerOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop,2024,2029,5,2,3,False
679,James Reyes,James Reyes,Person,,2,3,LyricistOf; PerformerOf; ProducerOf,Doom Metal,Doom Metal,2017,2023,6,2,3,False
889,Tao Dai,Tao Dai,Person,,2,3,ComposerOf; PerformerOf,Oceanus Folk,Oceanus Folk; Synthwave,2020,2023,3,2,3,True
987,Karl-Otto Käster,Karl-Otto Käster,Person,,2,3,PerformerOf; ProducerOf,Alternative Rock,Alternative Rock; Indie Rock,2000,2011,11,2,3,False
1644,Fang Tao,Fang Tao,Person,,2,3,ComposerOf; PerformerOf,Desert Rock,Desert Rock; Synthwave,1997,2013,16,2,3,False
3012,Jing Zhang,Jing Zhang,Person,,2,3,ComposerOf; PerformerOf,Dream Pop,Dream Pop,2021,2025,4,2,3,False
3455,Maria Carlson,Maria Carlson,Person,,2,3,LyricistOf; PerformerOf,Alternative Rock,Alternative Rock; Avant-Garde Folk,2006,2026,20,2,3,False
3576,Brandon Ramirez,Brandon Ramirez,Person,,2,3,PerformerOf; ProducerOf,Indie Folk,Indie Folk; Synthwave,2024,2024,0,2,3,False
3696,Lei Sun,Lei Sun,Person,,2,3,PerformerOf; ProducerOf,Indie Folk,Indie Folk; Synthwave,2017,2017,0,2,3,False
3717,Albert Miller,Albert Miller,Person,,2,5,ComposerOf; PerformerOf; ProducerOf,Americana,Americana; Jazz Surf Rock,2020,2024,4,2,3,False
3937,Lei Zheng,Lei Zheng,Person,,2,3,ComposerOf; PerformerOf,Dream Pop,Dream Pop; Psychedelic Rock,2020,2023,3,2,3,False
4096,Tao Wen,Tao Wen,Person,,2,4,ComposerOf; LyricistOf; PerformerOf,Americana,Americana; Indie Rock,2010,2020,10,2,3,False
4144,Yang Liao,Yang Liao,Person,,2,3,ComposerOf; PerformerOf,Desert Rock,Desert Rock; Synthwave,2022,2026,4,2,3,False
4149,Juan Johnson,Juan Johnson,Person,,2,3,ComposerOf; PerformerOf,Doom Metal,Doom Metal,2017,2020,3,2,3,False
4257,Xiulan Zhao,Xiulan Zhao,Person,,2,3,ComposerOf; PerformerOf,Alternative Rock,Alternative Rock; Jazz Surf Rock,2024,2029,5,2,3,False
4258,Lei Fu,Lei Fu,Person,,2,4,PerformerOf; ProducerOf,Alternative Rock,Alternative Rock; Jazz Surf Rock,2024,2029,5,2,3,False
4327,Jing Kang,Jing Kang,Person,,2,3,PerformerOf; ProducerOf,Doom Metal,Doom Metal,2004,2024,20,2,3,False
4776,Michelle Vallenduuk,Michelle Vallenduuk,Person,,2,5,ComposerOf; PerformerOf; ProducerOf,Lo-Fi Electronica,Lo-Fi Electronica,2017,2020,3,2,3,False
4936,Megan Gilmore,Megan Gilmore,Person,,2,3,ComposerOf; PerformerOf,Indie Folk,Indie Folk; Synthwave,2020,2030,10,2,3,False
5225,Alfredo Ajello,Alfredo Ajello,Person,,2,3,ComposerOf; PerformerOf; ProducerOf,Doom Metal,Doom Metal,2013,2017,4,2,3,False
5978,Li Jin,Li Jin,Person,,2,3,ComposerOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop,2010,2017,7,2,3,False
6056,Xiulan Qin,Xiulan Qin,Person,,2,3,ComposerOf; PerformerOf,Dream Pop,Dream Pop,2026,2028,2,2,3,False
6464,Yong Bai,Yong Bai,Person,,2,3,LyricistOf; PerformerOf,Doom Metal,Doom Metal; Synthwave,1990,1997,7,2,3,False
6465,Jennifer Savage,Jennifer Savage,Person,,2,3,ComposerOf; PerformerOf,Doom Metal,Doom Metal; Synthwave,1990,1997,7,2,3,False
6652,Min Su,Min Su,Person,,2,5,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop; Synthwave,1994,2025,31,2,3,False
6659,Helen Simon,The Shadow,Person, The Shadow,2,5,ComposerOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop,2010,2020,10,2,3,False
7043,John Garcia,John Garcia,Person,,2,3,ComposerOf; PerformerOf,Doom Metal,Doom Metal; Indie Folk,2010,2014,4,2,3,False
7155,Jacqueline Fields,Jacqueline Fields,Person,,2,3,ComposerOf; PerformerOf; ProducerOf,Alternative Rock,Alternative Rock; Indie Pop,2010,2023,13,2,3,False
7392,Paige Adams,Paige Adams,Person,,2,3,ComposerOf; PerformerOf; ProducerOf,Blues Rock,Blues Rock; Indie Rock,1989,1995,6,2,3,False
7490,Domenico Gasperi,Domenico Gasperi,Person,,2,3,PerformerOf; ProducerOf,Dream Pop,Dream Pop; Indie Folk,2017,2023,6,2,3,False
7710,Gundi Barkholz,Gundi Barkholz,Person,,2,3,PerformerOf; ProducerOf,Blues Rock,Blues Rock,2004,2004,0,2,3,False
8290,Yan Shi,Yan Shi,Person,,2,4,ComposerOf; PerformerOf; ProducerOf,Blues Rock,Blues Rock; Indie Pop,2012,2026,14,2,3,False
8515,Annegrete Röhrdanz,Annegrete Röhrdanz,Person,,2,4,ComposerOf; PerformerOf; ProducerOf,Jazz Surf Rock,Jazz Surf Rock; Synthwave,2013,2025,12,2,3,False
8833,Lori Lee,Lori Lee,Person,,2,4,LyricistOf; PerformerOf; ProducerOf,Indie Pop,Indie Pop; Jazz Surf Rock,1990,1991,1,2,3,False
9450,Maciej Siejak,Maciej Siejak,Person,,2,5,ComposerOf; PerformerOf; ProducerOf,Darkwave,Darkwave; Dream Pop,1995,1997,2,1,3,False
12368,Jolanda Salz,Jolanda Salz,Person,,2,3,ComposerOf; PerformerOf,Indie Folk,Indie Folk,2007,2010,3,2,3,False
15169,Gang Liu,Gang Liu,Person,,2,3,LyricistOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop; Space Rock,1998,2028,30,2,3,False
16772,Silver Seraph,Silver Seraph,MusicalGroup,,2,5,LyricistOf; PerformerOf; ProducerOf,Oceanus Folk,Oceanus Folk; Symphonic Metal,2013,2026,13,2,3,True
16789,The Chaotic Realm of Elliot Flame,The Chaotic Realm of Elliot Flame,MusicalGroup,,2,4,ComposerOf; LyricistOf; PerformerOf,Alternative Rock,Alternative Rock; Blues Rock,2012,2026,14,2,3,False
16835,The Rhythm Rascals,The Rhythm Rascals,MusicalGroup,,2,3,LyricistOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop; Indie Folk,2013,2014,1,2,3,False
16854,Knarren,Knarren,MusicalGroup,,2,3,ComposerOf; LyricistOf; PerformerOf,Dream Pop,Dream Pop; Synthpop,2021,2026,5,1,3,False
16855,Velvet Prism,Velvet Prism,MusicalGroup,,2,3,ComposerOf; PerformerOf,Southern Gothic Rock,Southern Gothic Rock,2023,2028,5,2,3,False
16861,Cosmic Sankey,Cosmic Sankey,MusicalGroup,,2,3,LyricistOf; PerformerOf,Psychedelic Rock,Psychedelic Rock,2010,2016,6,2,3,False
16872,Collective Conscience,Collective Conscience,MusicalGroup,,2,3,PerformerOf; ProducerOf,Doom Metal,Doom Metal; Synthwave,2010,2013,3,1,3,False
16898,Citrus Spirit,Citrus Spirit,MusicalGroup,,2,3,ComposerOf; PerformerOf,Dream Pop,Dream Pop,2010,2017,7,2,3,False
16902,The Wayfarers,The Wayfarers,MusicalGroup,,2,3,LyricistOf; PerformerOf,Americana,Americana; Jazz Surf Rock,2020,2024,4,2,3,False
16912,Ivory Pulse,Ivory Pulse,MusicalGroup,,2,3,ComposerOf; LyricistOf; PerformerOf,Dream Pop,Dream Pop,2024,2030,6,2,3,False
16933,Warm Circuit,Warm Circuit,MusicalGroup,,2,3,PerformerOf; ProducerOf,Lo-Fi Electronica,Lo-Fi Electronica,2019,2028,9,2,3,False
634,Jie Hu,Jie Hu,Person,,1,3,ComposerOf; LyricistOf; PerformerOf,Alternative Rock,Alternative Rock,2018,2018,0,1,3,False
984,Jie Zhu,Jie Zhu,Person,,1,3,ComposerOf; LyricistOf; PerformerOf,Americana,Americana,2016,2016,0,1,3,False
3861,Matthäus Ladeck,Matthäus Ladeck,Person,,1,3,LyricistOf; PerformerOf,Southern Gothic Rock,Southern Gothic Rock,1997,1997,0,1,3,False
9178,Bianca Sagnelli-Onio,Bianca Sagnelli-Onio,Person,,1,3,LyricistOf; PerformerOf,Doom Metal,Doom Metal,2013,2013,0,1,3,False
16800,Lunar Echo,Lunar Echo,MusicalGroup,,1,4,LyricistOf; PerformerOf; ProducerOf,Indie Pop,Indie Pop,1997,1997,0,1,3,False
